Date,Crakehill (t-1),Skip Bridge (t-1),Westwick (t-1),Skelton (t-1),Arkengarthdale (t-1),East Cowton (t-1),Malham Tarn (t-1),Snaizeholme (t-1),Skelton Flow
21/11/1993,10.70,4.24,8.02,26.00,0.00,0.00,2.40,0.00,24.69
22/11/1993,10.50,4.32,7.74,24.69,0.00,8.00,0.80,0.00,24.50
23/11/1993,10.40,4.09,7.58,24.50,0.00,24.80,8.80,0.00,24.41
24/11/1993,10.10,4.02,7.18,24.41,0.00,0.00,1.60,0.00,22.32
25/11/1993,9.22,3.79,6.51,22.32,0.00,0.00,0.00,0.00,21.49
26/11/1993,10.10,3.69,6.68,21.49,2.40,0.00,8.80,10.00,26.25
27/11/1993,14.30,3.99,8.50,26.25,0.00,0.00,1.60,0.00,30.47
28/11/1993,13.70,4.06,9.13,30.47,0.00,0.00,0.00,0.00,29.90
29/11/1993,14.90,4.08,9.08,29.90,0.00,0.00,0.00,0.00,33.50
30/11/1993,14.20,4.02,8.63,33.50,15.20,15.20,0.00,0.00,45.39
01/12/1993,23.00,7.87,10.33,45.39,6.40,9.60,18.40,12.80,58.28
02/12/1993,28.20,7.26,25.00,58.28,1.60,4.00,20.80,26.40,99.25
03/12/1993,46.00,11.15,61.33,99.25,2.40,0.00,76.00,44.00,99.11
04/12/1993,34.70,8.76,44.48,99.11,6.40,0.00,13.60,43.20,113.50
05/12/1993,58.30,7.41,78.34,113.50,14.40,1.60,48.00,38.40,95.15
06/12/1993,29.90,6.59,33.95,95.15,5.60,0.00,11.20,4.00,52.83
07/12/1993,18.60,6.32,24.06,52.83,18.40,0.00,36.80,43.20,80.19
08/12/1993,39.50,6.48,48.00,80.19,3.20,0.00,25.60,12.80,97.34
09/12/1993,38.40,21.85,87.40,97.34,38.40,37.60,117.60,87.20,239.00
10/12/1993,107.00,42.23,96.20,239.00,4.00,0.00,58.40,14.40,171.80
11/12/1993,53.80,29.23,81.97,171.80,20.00,6.40,74.40,44.80,149.20
12/12/1993,40.80,22.12,53.71,149.20,4.80,0.00,40.80,15.20,101.00
13/12/1993,33.00,19.01,37.49,101.00,34.40,33.60,0.00,12.80,154.30
14/12/1993,64.80,44.66,62.64,154.30,24.80,20.00,25.20,40.80,184.50
15/12/1993,68.00,32.77,50.91,184.50,29.60,7.20,0.00,0.00,178.50
16/12/1993,64.70,43.35,93.29,178.50,21.60,4.80,84.80,55.20,219.80
17/12/1993,83.30,45.39,90.51,219.80,1.60,0.00,16.80,1.60,150.20
18/12/1993,48.00,25.32,48.84,150.20,0.00,0.00,19.20,2.40,179.20
19/12/1993,90.10,26.64,130.57,179.20,19.20,0.00,30.40,64.80,293.90
20/12/1993,162.00,61.43,183.84,293.90,28.80,4.00,70.40,84.00,265.10
21/12/1993,81.50,42.69,63.70,265.10,0.00,0.00,0.00,0.00,137.40
22/12/1993,30.10,21.93,37.83,137.40,1.60,0.00,1.60,0.00,101.10
23/12/1993,27.70,20.86,52.52,101.10,14.40,2.40,36.00,0.00,111.40
24/12/1993,34.80,22.90,47.11,111.40,8.80,8.00,41.60,26.40,103.90
25/12/1993,36.30,24.13,41.20,103.90,0.80,21.60,10.40,2.40,88.64
26/12/1993,30.20,18.23,29.13,88.64,0.00,2.40,4.00,1.60,68.55
27/12/1993,22.20,15.28,23.40,68.55,0.00,4.00,13.60,0.00,57.25
28/12/1993,19.50,10.91,20.29,57.25,0.00,0.00,2.40,0.00,52.94
29/12/1993,20.20,8.21,19.05,52.94,10.40,16.80,22.40,11.60,126.10
30/12/1993,68.10,23.79,80.21,126.10,11.20,16.00,36.80,32.00,190.70
31/12/1993,83.70,33.54,68.59,190.70,16.80,14.40,67.20,39.20,143.30
01/01/1994,50.60,23.23,43.23,143.30,0.00,0.00,3.20,1.60,91.94
02/01/1994,29.40,14.51,30.52,91.94,0.80,1.60,1.60,6.40,121.60
03/01/1994,50.30,29.79,59.60,121.60,23.20,30.40,44.00,28.80,203.20
04/01/1994,97.50,41.47,100.10,203.20,9.60,50.40,49.60,43.20,237.40
05/01/1994,110.00,41.41,65.17,237.40,0.00,0.00,0.80,1.60,186.50
06/01/1994,74.70,31.20,44.38,186.50,17.60,36.80,43.20,25.60,163.10
07/01/1994,70.90,27.55,44.11,163.10,0.00,0.00,2.40,4.80,127.40
08/01/1994,55.10,19.77,33.79,127.40,0.00,2.40,0.00,1.60,98.21
09/01/1994,40.60,14.92,27.20,98.21,0.00,0.80,21.60,6.40,86.60
10/01/1994,37.40,11.52,39.13,86.60,7.20,7.20,32.00,12.80,145.30
11/01/1994,79.40,13.83,61.11,145.30,0.00,2.40,0.80,0.00,113.60
12/01/1994,47.60,13.94,37.75,113.60,5.60,5.60,16.80,11.20,123.00
13/01/1994,57.40,20.58,63.91,123.00,36.00,8.80,52.00,43.20,186.30
14/01/1994,101.00,24.82,84.93,186.30,31.20,4.80,9.60,26.40,188.60
15/01/1994,82.50,30.62,83.60,188.60,24.80,0.00,44.00,30.40,157.10
16/01/1994,57.50,24.09,50.79,157.10,0.80,7.20,0.80,0.00,102.80
17/01/1994,35.80,17.42,34.37,102.80,0.00,7.20,0.00,0.00,80.08
18/01/1994,26.10,15.20,26.04,80.08,0.00,2.40,0.00,0.80,75.03
19/01/1994,30.90,13.47,35.41,75.03,4.00,8.00,36.00,45.60,118.30
20/01/1994,52.20,12.41,49.84,118.30,0.00,0.00,0.00,0.80,81.92
21/01/1994,27.80,12.34,31.57,81.92,0.00,0.00,60.00,13.60,71.77
22/01/1994,24.80,11.90,31.70,71.77,0.00,0.00,16.00,6.40,68.35
23/01/1994,23.40,11.54,30.17,68.35,3.20,0.00,20.00,13.60,112.70
24/01/1994,42.20,21.79,76.30,112.70,19.20,2.40,54.40,48.80,100.30
25/01/1994,29.60,13.33,35.19,100.30,3.20,1.60,35.20,13.60,111.60
26/01/1994,42.80,24.06,86.14,111.60,31.20,5.60,97.60,62.40,197.50
27/01/1994,56.70,37.76,76.95,197.50,33.60,0.80,39.20,37.60,229.30
28/01/1994,123.00,40.08,139.75,229.30,52.00,49.60,46.40,44.00,242.10
29/01/1994,104.00,39.93,62.12,242.10,0.00,0.00,16.80,5.60,153.00
30/01/1994,50.20,22.39,62.30,153.00,4.80,0.00,21.20,30.80,157.50
31/01/1994,64.10,20.46,66.45,157.50,2.40,0.00,4.00,11.20,105.60
01/02/1994,33.60,16.61,38.18,105.60,1.60,0.00,0.80,4.00,103.20
02/02/1994,42.50,16.14,70.01,103.20,23.20,9.60,48.80,60.00,139.60
03/02/1994,52.40,16.89,49.65,139.60,0.00,0.00,0.00,0.80,102.10
04/02/1994,39.80,21.49,37.99,102.10,34.40,26.40,1.60,12.80,144.90
05/02/1994,62.80,31.21,66.14,144.90,0.00,0.00,0.00,0.00,141.30
06/02/1994,56.30,18.19,49.42,141.30,0.80,1.60,2.40,4.80,99.39
07/02/1994,39.00,14.76,40.19,99.39,0.00,0.80,13.60,7.20,89.16
08/02/1994,33.80,14.15,34.47,89.16,0.00,0.00,0.80,3.20,70.76
09/02/1994,26.00,11.73,31.15,70.76,8.00,1.60,36.80,44.80,84.77
10/02/1994,33.80,10.40,46.33,84.77,0.00,0.00,1.60,0.00,68.28
11/02/1994,23.30,8.59,27.83,68.28,0.00,0.00,0.80,0.00,56.59
12/02/1994,20.00,7.96,22.52,56.59,0.00,0.00,0.00,0.00,50.53
13/02/1994,17.90,7.38,19.22,50.53,0.00,0.00,0.00,0.00,46.39
14/02/1994,16.30,6.91,16.73,46.39,0.00,0.00,0.00,0.00,41.90
15/02/1994,15.00,6.56,14.50,41.90,0.00,0.00,0.00,0.00,39.99
16/02/1994,14.20,6.63,13.43,39.99,4.00,2.40,0.00,0.00,35.09
17/02/1994,13.60,6.13,12.71,35.09,8.00,7.20,12.00,1.60,36.73
18/02/1994,13.30,5.43,12.21,36.73,0.00,0.00,1.60,3.20,33.65
19/02/1994,13.20,5.67,12.12,33.65,0.00,0.00,0.00,0.00,31.70
20/02/1994,12.90,5.62,11.81,31.70,0.00,0.00,0.00,0.00,30.31
21/02/1994,12.30,5.21,11.10,30.31,2.40,3.20,0.00,0.00,28.78
22/02/1994,11.90,4.93,10.59,28.78,3.20,12.00,1.60,1.60,27.88
23/02/1994,11.50,4.72,10.02,27.88,1.60,2.40,1.60,1.60,31.49
24/02/1994,11.20,4.91,9.94,31.49,5.60,5.60,0.00,0.00,30.35
25/02/1994,11.20,4.92,9.77,30.35,0.80,0.00,0.00,5.60,32.17
26/02/1994,12.30,5.52,10.82,32.17,36.80,55.20,0.00,16.00,86.82
27/02/1994,42.60,19.57,24.80,86.82,23.20,27.20,64.80,55.20,193.90
28/02/1994,98.00,45.16,120.44,193.90,5.60,5.60,37.60,32.80,280.80
01/03/1994,154.00,44.73,112.92,280.80,0.80,0.80,26.40,14.40,222.50
02/03/1994,96.70,30.93,55.14,222.50,0.00,0.00,1.60,0.00,143.90
03/03/1994,52.20,20.21,39.36,143.90,0.00,4.00,35.20,13.60,150.80
04/03/1994,73.40,20.32,87.04,150.80,36.00,10.40,61.60,54.40,148.80
05/03/1994,56.80,18.64,47.09,148.80,1.60,0.00,4.80,2.40,111.80
06/03/1994,51.10,15.40,54.28,111.80,11.20,3.20,16.00,24.00,103.50
07/03/1994,38.10,13.58,37.48,103.50,2.40,0.00,40.80,0.00,116.90
08/03/1994,41.00,12.72,72.14,116.90,0.80,0.00,52.00,0.00,108.80
09/03/1994,39.30,12.36,82.05,108.80,9.60,0.00,66.40,0.00,138.50
10/03/1994,49.80,13.05,56.44,138.50,2.40,0.00,12.00,7.20,77.91
11/03/1994,23.60,11.16,31.59,77.91,0.00,0.00,0.00,0.00,59.87
12/03/1994,24.00,10.45,30.71,59.87,27.20,0.00,31.20,28.80,76.80
13/03/1994,28.10,10.69,37.06,76.80,14.40,0.00,60.00,51.20,127.80
14/03/1994,53.50,14.60,81.94,127.80,14.40,0.00,20.00,14.40,120.90
15/03/1994,35.70,18.05,80.32,120.90,8.80,0.00,35.20,29.60,120.90
16/03/1994,36.60,16.89,45.99,120.90,1.60,0.00,8.00,5.60,70.19
17/03/1994,20.20,12.37,31.95,70.19,24.80,12.80,22.40,23.20,59.56
18/03/1994,18.00,11.69,27.43,59.56,1.60,0.00,10.40,10.40,54.10
19/03/1994,17.50,11.00,26.42,54.10,2.40,4.00,32.00,16.80,58.46
20/03/1994,19.50,9.54,28.06,58.46,1.60,0.00,0.80,0.00,46.14
21/03/1994,16.30,6.05,20.63,46.14,0.80,0.00,0.00,0.80,39.57
22/03/1994,14.60,5.64,16.86,39.57,0.00,0.00,0.00,0.00,46.12
23/03/1994,19.40,5.74,33.56,46.12,1.60,0.00,20.00,33.60,110.00
24/03/1994,64.90,10.53,134.64,110.00,66.40,2.40,170.40,129.60,259.20
25/03/1994,104.00,40.36,91.49,259.20,0.80,0.00,0.00,0.80,124.00
26/03/1994,31.60,16.31,48.52,124.00,8.80,14.40,52.00,18.40,85.47
27/03/1994,25.30,12.32,32.18,85.47,0.00,0.00,0.00,0.00,56.22
28/03/1994,17.40,8.85,24.91,56.22,8.80,0.80,29.60,46.40,64.34
29/03/1994,18.00,9.76,40.08,64.34,3.20,0.00,7.20,7.20,59.25
30/03/1994,18.00,8.75,31.58,59.25,2.40,0.00,0.00,12.80,50.76
31/03/1994,15.80,8.22,22.77,50.76,10.40,6.40,18.40,14.80,52.42
01/04/1994,20.00,8.59,33.76,52.42,19.20,22.40,83.20,59.20,139.10
02/04/1994,62.40,14.82,88.46,139.10,16.00,8.80,74.40,32.00,102.40
03/04/1994,30.10,12.80,40.04,102.40,0.80,0.00,17.60,3.20,65.10
04/04/1994,19.70,9.80,33.59,65.10,8.80,1.60,54.40,48.80,98.21
05/04/1994,28.10,14.62,60.80,98.21,13.60,0.80,12.80,3.20,73.44
06/04/1994,22.30,11.31,39.81,73.44,10.40,5.60,42.40,34.40,79.44
07/04/1994,28.50,10.34,38.78,79.44,0.00,0.00,0.00,0.80,72.78
08/04/1994,27.00,10.30,38.07,72.78,22.40,12.80,44.80,35.20,91.78
09/04/1994,30.40,15.54,65.26,91.78,19.20,9.60,68.80,53.60,123.30
10/04/1994,37.70,21.89,49.23,123.30,6.40,0.00,15.20,17.60,77.52
11/04/1994,21.20,12.41,35.96,77.52,0.00,1.60,23.20,0.00,61.35
12/04/1994,20.20,9.20,28.44,61.35,0.00,0.00,0.80,0.80,55.09
13/04/1994,19.00,11.19,28.68,55.09,12.80,16.00,5.60,6.40,63.07
14/04/1994,22.80,10.91,26.05,63.07,0.00,0.00,0.00,0.00,47.63
15/04/1994,16.10,8.82,18.43,47.63,0.00,0.00,0.00,0.00,39.93
16/04/1994,13.60,8.24,15.38,39.93,0.80,0.00,0.80,0.00,35.34
17/04/1994,12.20,7.85,13.84,35.34,0.80,0.00,0.00,0.00,32.17
18/04/1994,11.40,7.45,12.60,32.17,0.00,0.00,0.80,0.80,28.26
19/04/1994,10.90,4.44,11.76,28.26,0.00,0.00,1.60,0.00,26.28
20/04/1994,10.60,4.01,11.27,26.28,0.00,0.00,6.40,0.80,25.77
21/04/1994,10.50,4.18,10.77,25.77,15.20,8.00,23.20,24.00,29.29
22/04/1994,13.20,3.99,14.44,29.29,4.00,5.60,15.20,7.20,39.38
23/04/1994,18.00,3.94,26.74,39.38,8.80,3.20,13.60,46.40,73.41
24/04/1994,33.30,7.00,47.02,73.41,25.60,16.80,51.20,31.20,80.79
25/04/1994,34.20,5.95,31.54,80.79,0.00,0.00,1.60,2.40,48.35
26/04/1994,17.70,6.02,21.23,48.35,10.40,11.20,29.60,20.00,49.50
27/04/1994,17.50,6.16,27.07,49.50,3.20,0.00,10.40,6.40,39.69
28/04/1994,14.20,4.36,17.04,39.69,3.20,0.00,7.20,7.20,37.65
29/04/1994,17.50,3.98,26.58,37.65,4.00,0.00,1.60,23.20,52.87
30/04/1994,22.10,3.70,22.13,52.87,0.00,0.00,0.00,0.00,34.32
01/05/1994,13.50,3.58,14.12,34.32,0.00,0.00,0.00,0.00,27.22
02/05/1994,11.10,3.33,11.75,27.22,0.00,0.00,0.00,1.60,24.07
03/05/1994,10.10,3.17,10.43,24.07,0.80,0.00,0.00,0.00,22.46
04/05/1994,9.74,3.13,9.58,22.46,2.40,0.00,3.20,3.20,21.27
05/05/1994,9.32,3.16,9.13,21.27,2.40,0.00,48.00,31.20,24.27
06/05/1994,11.50,3.34,12.95,24.27,8.00,6.40,20.80,15.20,37.69
07/05/1994,17.30,3.36,22.71,37.69,1.60,0.00,4.00,1.60,31.42
08/05/1994,12.10,3.28,12.81,31.42,1.60,7.20,5.60,2.40,24.05
09/05/1994,9.83,3.33,10.54,24.05,0.00,0.00,0.00,0.00,20.81
10/05/1994,8.82,2.89,9.06,20.81,0.00,0.00,2.40,0.00,18.95
11/05/1994,8.28,2.78,8.16,18.95,0.00,0.00,0.00,0.00,17.92
12/05/1994,7.91,2.74,7.83,17.92,0.00,0.00,0.00,0.00,16.88
13/05/1994,7.65,2.70,7.34,16.88,0.00,0.00,0.00,0.00,16.09
14/05/1994,7.26,2.63,6.95,16.09,0.00,0.00,0.00,0.00,15.39
15/05/1994,7.10,2.62,6.79,15.39,0.00,0.00,0.00,0.00,19.78
16/05/1994,8.15,5.67,8.34,19.78,28.00,36.00,14.40,28.00,25.57
17/05/1994,10.50,4.21,11.55,25.57,0.00,0.00,0.80,1.60,22.02
18/05/1994,8.58,3.22,9.01,22.02,0.00,0.00,0.00,0.00,18.69
19/05/1994,7.50,2.86,7.64,18.69,0.00,0.00,0.00,0.00,16.56
20/05/1994,7.15,2.72,7.12,16.56,0.00,0.00,0.00,0.00,15.76
21/05/1994,7.15,2.67,6.80,15.76,0.00,0.00,0.00,0.00,15.64
22/05/1994,6.95,3.09,6.72,15.64,8.80,4.80,3.20,0.00,26.65
23/05/1994,14.50,6.43,19.82,26.65,48.80,35.20,5.60,1.60,43.22
24/05/1994,18.30,5.35,14.00,43.22,0.00,1.60,0.80,0.00,26.34
25/05/1994,10.70,4.06,9.59,26.34,0.00,0.00,0.00,0.00,20.46
26/05/1994,8.52,3.40,7.90,20.46,0.00,0.00,0.00,0.00,17.60
27/05/1994,7.56,2.97,6.98,17.60,0.00,0.00,0.00,0.00,15.84
28/05/1994,6.99,2.75,6.48,15.84,0.00,0.00,0.00,0.00,15.36
29/05/1994,6.64,2.65,6.13,15.36,0.00,0.00,0.00,0.00,14.36
30/05/1994,6.31,2.57,5.88,14.36,0.00,0.00,0.00,0.00,13.71
31/05/1994,6.08,2.51,5.72,13.71,0.00,0.00,0.00,0.00,13.40
01/06/1994,5.87,2.47,5.51,13.40,0.00,0.00,0.00,0.00,13.19
02/06/1994,5.73,2.50,5.39,13.19,4.80,8.00,14.40,10.40,13.48
03/06/1994,5.95,2.73,5.47,13.48,0.80,7.20,8.80,1.60,14.07
04/06/1994,6.17,2.72,5.57,14.07,20.00,8.80,50.40,25.60,14.91
05/06/1994,7.90,2.61,7.10,14.91,6.40,6.40,9.60,0.80,18.63
06/06/1994,8.78,2.44,7.25,18.63,0.80,2.40,1.60,0.80,15.57
07/06/1994,6.76,2.38,6.14,15.57,0.00,0.00,16.80,9.60,13.47
08/06/1994,6.24,2.37,6.33,13.47,0.00,0.00,0.00,0.00,14.56
09/06/1994,6.26,2.32,6.54,14.56,0.00,0.00,3.20,2.40,12.86
10/06/1994,5.58,2.28,5.67,12.86,2.40,0.00,37.60,8.00,11.88
11/06/1994,5.33,2.28,5.34,11.88,0.00,0.00,0.00,0.00,11.64
12/06/1994,5.17,2.25,5.18,11.64,0.00,0.00,0.00,0.00,11.22
13/06/1994,4.97,2.22,4.94,11.22,0.00,0.00,0.00,0.00,11.18
14/06/1994,4.85,2.22,4.62,11.18,0.00,0.00,0.00,0.00,10.71
15/06/1994,4.63,2.09,4.34,10.71,0.00,0.00,0.00,0.00,10.25
16/06/1994,4.50,2.02,4.25,10.25,0.00,0.00,0.00,0.00,10.03
17/06/1994,4.46,2.04,4.14,10.03,1.60,3.20,6.40,3.20,10.30
18/06/1994,4.61,2.06,4.10,10.30,0.00,0.00,0.80,0.00,10.18
19/06/1994,4.58,2.05,4.08,10.18,1.60,0.00,6.40,8.00,10.37
20/06/1994,4.47,2.05,4.56,10.37,1.60,0.00,65.60,15.20,13.63
21/06/1994,5.51,2.09,7.57,13.63,0.00,0.00,5.60,0.00,14.19
22/06/1994,5.22,2.19,10.75,14.19,9.60,8.00,57.60,50.40,26.89
23/06/1994,9.40,2.35,15.91,26.89,0.00,0.00,6.40,0.80,18.78
24/06/1994,6.46,2.08,8.00,18.78,0.00,0.00,4.40,0.00,13.75
25/06/1994,5.18,2.00,6.19,13.75,8.80,21.60,34.40,13.60,12.50
26/06/1994,4.99,2.37,5.55,12.50,0.00,0.00,0.00,0.00,12.76
27/06/1994,5.50,2.08,6.01,12.76,0.00,0.00,4.00,16.00,12.27
28/06/1994,4.83,1.98,7.07,12.27,0.00,0.00,6.40,8.80,15.79
29/06/1994,5.82,1.92,8.49,15.79,0.00,0.00,0.00,0.00,12.57
30/06/1994,4.69,1.88,5.68,12.57,0.00,0.00,8.00,4.80,10.65
01/07/1994,4.12,1.80,4.77,10.65,0.00,0.00,0.00,0.80,9.88
02/07/1994,3.90,1.79,4.34,9.88,0.00,0.00,0.80,1.60,9.50
03/07/1994,3.83,1.83,4.06,9.50,0.00,0.00,0.00,0.00,9.23
04/07/1994,3.68,1.84,4.01,9.23,0.00,0.00,0.00,0.00,8.72
05/07/1994,3.67,1.84,4.05,8.72,0.80,0.00,6.40,3.20,8.91
06/07/1994,3.61,1.81,3.91,8.91,0.00,0.00,6.40,1.60,9.24
07/07/1994,3.67,1.96,3.83,9.24,10.40,0.80,52.40,9.60,9.71
08/07/1994,3.75,2.33,3.72,9.71,0.00,0.00,0.00,0.00,9.33
09/07/1994,3.74,1.98,3.78,9.33,0.00,0.00,0.00,0.00,8.99
10/07/1994,3.68,1.82,3.71,8.99,0.00,0.00,0.80,0.00,8.42
11/07/1994,3.52,1.75,3.67,8.42,0.00,0.00,0.00,4.80,8.32
12/07/1994,3.47,1.75,3.60,8.32,0.00,0.00,0.80,6.40,8.16
13/07/1994,3.39,1.73,3.37,8.16,0.00,3.20,0.00,0.80,7.97
14/07/1994,3.48,1.68,3.42,7.97,0.00,0.00,0.00,0.00,7.74
15/07/1994,3.31,1.66,3.36,7.74,0.00,0.80,0.00,0.80,7.65
16/07/1994,3.21,1.67,3.27,7.65,0.00,2.40,2.40,0.80,7.43
17/07/1994,3.14,1.64,3.14,7.43,0.00,0.00,0.00,0.00,7.50
18/07/1994,3.07,1.61,3.15,7.50,0.00,0.00,0.00,0.00,7.12
19/07/1994,3.10,1.65,3.11,7.12,0.00,0.00,0.00,0.00,6.62
20/07/1994,3.01,1.64,3.08,6.62,0.00,0.00,0.00,0.00,6.30
21/07/1994,2.96,1.64,3.04,6.30,0.00,0.00,0.00,0.00,6.34
22/07/1994,2.92,1.64,2.97,6.34,1.60,4.80,4.00,1.60,6.15
23/07/1994,3.00,1.66,2.96,6.15,0.00,0.00,0.00,0.80,5.89
24/07/1994,2.91,1.59,2.89,5.89,0.00,0.00,0.00,0.00,7.60
25/07/1994,3.52,2.79,3.51,7.60,20.00,37.20,54.40,18.40,11.16
26/07/1994,4.47,3.26,3.55,11.16,0.00,0.00,0.00,0.00,8.65
27/07/1994,3.64,1.99,3.63,8.65,1.60,3.20,12.80,17.60,9.50
28/07/1994,3.90,2.79,3.57,9.50,6.40,19.20,28.00,16.00,8.67
29/07/1994,3.69,2.07,3.33,8.67,0.00,0.00,0.00,0.00,8.08
30/07/1994,3.32,1.77,3.33,8.08,0.00,0.00,0.00,0.00,7.81
31/07/1994,3.16,1.72,3.28,7.81,6.80,18.40,1.60,10.40,9.43
01/08/1994,4.30,2.73,4.49,9.43,1.60,13.60,0.00,8.00,10.57
02/08/1994,4.24,2.27,4.19,10.57,3.20,0.80,0.00,7.20,9.69
03/08/1994,3.66,2.31,3.91,9.69,0.00,0.00,0.00,1.60,8.18
04/08/1994,3.26,1.92,3.51,8.18,24.40,1.60,0.00,30.40,8.73
05/08/1994,3.58,2.19,4.95,8.73,13.60,26.40,0.00,2.40,14.10
06/08/1994,5.82,2.05,7.36,14.10,4.00,0.00,5.60,1.60,11.62
07/08/1994,4.19,1.74,4.86,11.62,0.00,0.00,0.00,0.00,9.80
08/08/1994,3.69,1.67,4.13,9.80,0.00,0.00,0.00,0.00,8.95
09/08/1994,3.40,1.75,3.74,8.95,0.00,0.00,0.80,0.80,8.48
10/08/1994,3.21,1.70,3.64,8.48,0.00,0.00,0.00,0.00,8.16
11/08/1994,3.18,1.67,3.51,8.16,8.80,1.60,0.80,0.00,7.75
12/08/1994,3.26,1.70,3.44,7.75,4.80,7.20,1.60,0.00,7.65
13/08/1994,3.25,1.68,3.36,7.65,0.00,0.00,0.00,0.00,7.35
14/08/1994,3.10,1.61,3.31,7.35,0.00,0.00,0.00,0.00,6.91
15/08/1994,2.97,1.55,3.21,6.91,0.00,0.00,0.00,0.00,6.76
16/08/1994,2.89,1.54,3.13,6.76,0.00,0.00,0.00,0.00,6.59
17/08/1994,2.85,1.55,3.09,6.59,1.60,0.00,8.00,8.80,7.16
18/08/1994,3.29,1.78,3.26,7.16,13.60,17.60,64.00,24.00,9.92
19/08/1994,5.50,1.86,6.15,9.92,0.00,0.00,1.60,2.40,12.64
20/08/1994,5.51,1.52,5.26,12.64,0.00,0.00,7.20,7.20,9.52
21/08/1994,4.02,1.46,4.23,9.52,0.00,0.00,0.00,0.00,8.37
22/08/1994,3.53,1.43,3.98,8.37,0.00,0.00,0.00,1.60,7.35
23/08/1994,3.25,1.42,3.64,7.35,0.00,0.00,0.80,0.00,7.16
24/08/1994,3.23,1.65,3.57,7.16,10.40,11.20,45.20,31.60,10.28
25/08/1994,4.53,1.82,7.65,10.28,16.80,3.20,44.00,49.60,38.58
26/08/1994,13.90,2.36,37.80,38.58,9.60,15.20,50.40,19.20,33.27
27/08/1994,9.97,1.98,14.11,33.27,5.60,0.80,29.60,21.60,18.75
28/08/1994,5.84,1.55,11.51,18.75,2.40,0.00,67.60,13.60,17.88
29/08/1994,5.66,1.50,12.30,17.88,3.20,0.00,9.60,6.40,16.12
30/08/1994,4.56,1.53,9.80,16.12,0.00,0.00,8.80,0.80,13.02
31/08/1994,4.18,1.48,7.49,13.02,20.00,0.00,8.80,3.20,11.92
01/09/1994,4.08,1.86,7.31,11.92,14.40,31.20,40.80,19.20,27.63
02/09/1994,10.50,5.20,22.41,27.63,12.80,30.80,4.80,9.60,29.49
03/09/1994,9.55,2.56,11.55,29.49,0.00,0.00,0.80,0.00,16.21
04/09/1994,5.59,1.86,7.39,16.21,4.80,2.40,24.80,11.20,11.88
05/09/1994,4.58,1.69,5.95,11.88,4.00,0.80,18.40,12.00,11.61
06/09/1994,4.67,1.64,7.27,11.61,0.00,0.00,1.60,1.60,12.97
07/09/1994,5.28,1.63,6.87,12.97,4.80,14.40,35.20,22.40,14.41
08/09/1994,5.19,1.62,11.96,14.41,0.80,1.60,5.60,5.60,19.49
09/09/1994,6.24,1.96,11.34,19.49,8.80,8.00,12.00,8.80,17.45
10/09/1994,6.25,1.80,10.45,17.45,12.00,7.20,44.00,17.60,24.22
11/09/1994,12.50,2.29,19.52,24.22,20.00,10.40,38.80,17.60,41.61
12/09/1994,17.70,3.05,29.77,41.61,10.40,1.60,23.20,40.00,58.29
13/09/1994,20.20,5.33,43.15,58.29,21.60,48.00,100.40,40.00,78.25
14/09/1994,34.00,5.36,38.01,78.25,5.60,2.40,8.00,8.00,47.36
15/09/1994,18.40,2.87,24.87,47.36,28.80,20.80,10.40,4.00,69.31
16/09/1994,33.60,9.73,45.27,69.31,26.40,24.80,53.60,12.00,68.41
17/09/1994,28.60,4.82,26.30,68.41,0.00,0.80,0.80,3.20,34.88
18/09/1994,12.50,2.73,14.59,34.88,0.00,0.00,0.00,0.00,23.01
19/09/1994,8.88,2.27,10.40,23.01,0.00,0.00,0.00,0.00,18.87
20/09/1994,7.61,2.32,8.70,18.87,6.40,5.60,14.40,6.40,18.87
21/09/1994,7.43,2.94,8.79,18.87,15.20,8.80,16.00,7.20,24.02
22/09/1994,11.00,3.75,13.23,24.02,4.80,0.00,0.00,0.00,26.10
23/09/1994,10.50,2.79,10.29,26.10,0.00,0.00,0.80,0.00,18.27
