Date,Crakehill (t-1),Skip Bridge (t-1),Westwick (t-1),Skelton (t-1),Arkengarthdale (t-1),East Cowton (t-1),Malham Tarn (t-1),Snaizeholme (t-1),Skelton Flow
01/07/1996,3.59,1.79,3.54,8.01,8.00,0.80,42.40,0.80,8.11
02/07/1996,4.24,1.81,3.62,8.11,14.40,23.20,43.20,0.80,8.74
03/07/1996,4.27,1.96,3.61,8.74,4.00,2.40,0.00,0.00,9.74
04/07/1996,4.38,2.54,8.73,9.74,32.00,33.60,92.00,0.00,25.60
05/07/1996,7.81,3.65,23.38,25.60,17.60,8.40,33.60,0.00,34.37
06/07/1996,12.30,3.05,16.63,34.37,0.00,0.00,0.00,0.00,19.06
07/07/1996,6.68,2.12,8.10,19.06,0.00,0.00,0.80,0.00,12.78
08/07/1996,5.18,1.93,6.11,12.78,16.00,10.40,9.60,0.00,11.23
09/07/1996,5.20,2.00,5.03,11.23,0.00,0.00,0.00,0.00,9.98
10/07/1996,4.57,1.84,4.43,9.98,0.00,1.60,4.00,26.00,8.65
11/07/1996,4.06,1.76,3.89,8.65,0.00,0.00,0.00,0.00,7.91
12/07/1996,3.77,1.71,3.90,7.91,0.80,8.00,23.20,0.00,7.66
13/07/1996,3.65,1.74,3.69,7.66,0.80,4.80,16.80,0.00,7.17
14/07/1996,3.51,1.65,3.56,7.17,0.00,0.00,50.40,0.00,6.91
15/07/1996,3.38,1.61,3.59,6.91,0.00,0.00,0.00,0.00,7.05
16/07/1996,3.18,1.55,3.58,7.05,0.00,0.00,0.00,0.00,6.94
17/07/1996,3.04,1.51,3.43,6.94,0.00,0.00,0.00,0.00,6.48
18/07/1996,3.00,1.49,3.23,6.48,0.00,0.00,0.00,0.00,6.01
19/07/1996,2.91,1.48,3.12,6.01,0.00,0.00,0.00,0.00,5.98
20/07/1996,2.84,1.46,3.00,5.98,0.00,0.00,0.00,0.00,5.67
21/07/1996,2.68,1.48,2.85,5.67,0.00,0.00,0.00,0.00,5.36
22/07/1996,2.58,1.43,2.72,5.36,0.00,0.00,0.00,0.00,5.32
23/07/1996,2.50,1.43,2.71,5.32,0.00,0.00,0.00,0.00,5.33
24/07/1996,2.59,1.42,3.13,5.33,3.20,33.60,0.00,0.00,6.62
25/07/1996,3.95,1.58,3.16,6.62,6.40,1.60,6.40,0.00,6.83
26/07/1996,3.28,1.47,2.84,6.83,0.00,0.00,0.00,0.00,5.90
27/07/1996,3.00,1.41,2.66,5.90,0.00,0.00,5.60,0.00,5.73
28/07/1996,2.82,1.41,2.56,5.73,0.00,0.00,0.00,0.00,5.71
29/07/1996,2.84,1.44,2.68,5.71,4.00,7.20,16.80,0.00,6.65
30/07/1996,3.04,2.27,2.99,6.65,10.40,18.40,62.80,0.00,11.01
31/07/1996,3.13,3.00,7.37,11.01,0.80,0.00,12.00,0.00,9.93
01/08/1996,3.47,1.95,5.13,9.93,0.00,0.00,0.80,0.00,9.12
02/08/1996,3.18,1.66,5.00,9.12,0.00,0.00,0.00,0.00,7.62
03/08/1996,3.05,1.52,3.83,7.62,0.00,0.00,0.00,0.00,6.87
04/08/1996,2.80,1.46,3.56,6.87,0.00,0.00,0.00,0.00,6.42
05/08/1996,2.70,1.45,3.32,6.42,0.00,0.00,0.00,0.00,5.96
06/08/1996,2.65,1.45,3.18,5.96,0.00,0.00,0.00,0.00,6.74
07/08/1996,3.01,1.64,3.36,6.74,4.80,28.00,24.00,4.00,7.95
08/08/1996,3.29,2.29,3.51,7.95,1.60,10.00,26.40,0.00,7.69
09/08/1996,3.21,1.80,3.23,7.69,0.80,0.00,18.40,0.00,7.37
10/08/1996,3.21,1.63,3.29,7.37,0.00,5.20,0.00,0.00,7.71
11/08/1996,3.46,1.85,3.59,7.71,32.80,14.80,59.60,0.00,13.39
12/08/1996,5.07,2.17,9.28,13.39,3.20,14.40,0.80,0.00,12.90
13/08/1996,4.90,1.73,5.71,12.90,0.80,0.00,2.40,0.00,9.59
14/08/1996,3.90,1.56,4.18,9.59,0.00,0.00,0.00,0.00,7.95
15/08/1996,3.39,1.50,3.64,7.95,0.00,0.00,0.00,0.00,7.11
16/08/1996,3.10,1.47,3.43,7.11,0.00,0.00,0.00,0.00,6.45
17/08/1996,2.92,1.46,3.12,6.45,0.00,0.00,0.00,0.00,6.11
18/08/1996,2.78,1.42,2.95,6.11,0.00,0.00,0.00,0.00,5.53
19/08/1996,2.68,1.40,2.79,5.53,0.00,0.00,0.00,0.00,5.65
20/08/1996,2.60,1.39,2.66,5.65,0.00,0.00,0.00,0.00,5.22
21/08/1996,2.53,1.46,2.60,5.22,2.40,3.20,16.00,0.00,5.27
22/08/1996,2.56,1.72,2.55,5.27,0.80,2.40,10.40,0.00,5.65
23/08/1996,3.13,1.56,2.79,5.65,21.60,31.20,54.40,0.00,8.52
24/08/1996,3.37,3.54,3.19,8.52,13.60,19.20,24.40,0.00,10.66
25/08/1996,4.06,3.49,4.40,10.66,2.40,34.40,80.80,0.00,14.88
26/08/1996,4.42,2.72,10.48,14.88,4.00,5.60,16.00,0.00,15.74
27/08/1996,4.53,2.24,11.79,15.74,3.20,30.40,72.80,0.00,41.07
28/08/1996,13.90,10.68,29.99,41.07,16.80,17.60,18.80,0.00,40.86
29/08/1996,14.70,4.39,18.81,40.86,28.00,8.80,16.80,0.00,33.38
30/08/1996,13.00,3.64,15.60,33.38,0.00,0.00,0.00,0.00,20.90
31/08/1996,7.90,2.41,8.46,20.90,0.00,0.00,0.00,0.00,14.13
01/09/1996,5.84,2.05,6.17,14.13,0.00,0.00,0.00,0.00,11.17
02/09/1996,4.89,1.87,5.06,11.17,2.40,8.80,4.80,0.00,10.04
03/09/1996,4.67,1.90,4.52,10.04,9.60,12.80,5.60,0.00,10.00
04/09/1996,4.63,1.98,4.10,10.00,0.00,0.00,0.80,0.80,9.02
05/09/1996,4.37,2.01,3.96,9.02,2.40,7.20,14.00,0.00,8.54
06/09/1996,4.08,1.89,3.93,8.54,0.00,0.00,0.00,0.00,8.07
07/09/1996,3.71,1.75,3.65,8.07,0.00,0.00,0.00,0.00,7.75
08/09/1996,3.51,1.71,3.58,7.75,0.00,0.00,0.00,0.00,7.49
09/09/1996,3.36,1.68,3.40,7.49,0.00,0.00,0.00,0.00,7.28
10/09/1996,3.24,1.66,3.23,7.28,0.00,0.00,0.00,0.00,7.11
11/09/1996,3.16,1.65,3.16,7.11,0.00,0.00,0.00,0.00,7.07
12/09/1996,3.10,1.63,3.24,7.07,0.80,2.40,4.80,1.60,6.88
13/09/1996,3.01,1.61,3.01,6.88,0.00,0.00,0.00,0.00,6.45
14/09/1996,2.87,1.55,2.88,6.45,0.00,0.00,0.00,0.00,6.34
15/09/1996,2.80,1.54,2.86,6.34,0.00,0.00,0.00,0.00,6.25
16/09/1996,2.75,1.54,2.81,6.25,0.00,0.00,0.00,0.00,6.13
17/09/1996,2.69,1.52,2.74,6.13,0.00,0.00,0.00,0.00,6.02
18/09/1996,2.62,1.50,2.70,6.02,0.00,0.00,0.00,0.00,6.13
19/09/1996,2.61,1.49,2.64,6.13,3.20,5.60,0.00,0.00,5.94
20/09/1996,2.60,1.49,2.66,5.94,0.80,2.40,0.80,8.00,5.90
21/09/1996,2.66,1.55,2.67,5.90,3.20,3.20,13.60,7.20,5.96
22/09/1996,2.67,1.57,2.63,5.96,0.80,0.00,0.00,0.00,5.92
23/09/1996,2.63,1.53,2.69,5.92,0.00,0.00,0.00,0.00,5.83
24/09/1996,2.60,1.54,2.70,5.83,0.00,0.00,0.00,0.00,5.83
25/09/1996,2.57,1.51,2.69,5.83,0.80,3.20,8.80,4.00,5.95
26/09/1996,2.65,1.54,2.63,5.95,0.80,3.20,5.60,6.40,5.98
27/09/1996,2.74,1.53,2.68,5.98,8.80,8.00,41.60,32.80,5.96
28/09/1996,2.78,1.65,2.67,5.96,1.60,0.00,14.40,1.60,6.78
29/09/1996,2.93,1.58,4.15,6.78,20.00,8.00,50.40,54.40,51.87
30/09/1996,20.50,2.68,65.23,51.87,30.40,9.60,96.00,74.40,71.44
01/10/1996,21.10,2.83,35.48,71.44,0.00,1.60,4.80,0.80,32.00
02/10/1996,9.08,2.02,14.85,32.00,4.00,0.80,7.20,0.80,18.31
03/10/1996,6.19,1.77,9.21,18.31,0.00,0.00,1.60,0.80,13.85
04/10/1996,4.82,1.69,12.56,13.85,19.20,5.60,32.00,52.00,37.80
05/10/1996,13.10,2.08,31.05,37.80,10.40,4.80,25.60,16.80,36.52
06/10/1996,11.80,2.98,19.64,36.52,0.80,0.00,0.00,0.00,22.54
07/10/1996,7.35,2.10,10.94,22.54,3.20,8.00,2.40,1.60,16.22
08/10/1996,5.74,1.96,8.37,16.22,0.00,0.00,3.20,1.60,13.60
09/10/1996,5.08,1.93,7.22,13.60,1.60,9.60,9.60,2.40,12.07
10/10/1996,4.73,1.94,6.51,12.07,0.00,0.00,6.40,0.00,11.03
11/10/1996,4.31,1.80,5.72,11.03,0.00,0.00,0.00,0.00,9.61
12/10/1996,3.92,1.71,5.06,9.61,0.00,0.00,0.00,0.00,8.74
13/10/1996,3.70,1.67,4.62,8.74,0.00,4.00,0.80,5.60,8.16
14/10/1996,3.50,1.66,4.36,8.16,0.00,0.00,0.00,0.00,7.69
15/10/1996,3.43,1.64,4.26,7.69,2.40,0.80,6.40,6.40,7.72
16/10/1996,3.49,1.81,4.41,7.72,10.40,18.80,20.00,18.40,11.21
17/10/1996,4.88,1.97,8.53,11.21,4.80,0.80,8.80,17.60,17.71
18/10/1996,8.33,1.84,11.86,17.71,0.00,0.00,0.80,0.00,16.85
19/10/1996,6.37,2.70,9.90,16.85,15.20,10.40,44.00,28.00,23.62
20/10/1996,9.13,2.82,17.65,23.62,1.60,6.40,3.20,4.00,22.18
21/10/1996,7.82,2.82,15.33,22.18,10.40,12.80,54.40,32.80,37.14
22/10/1996,9.79,4.99,28.49,37.14,0.00,0.00,0.00,0.00,25.09
23/10/1996,7.76,2.73,12.98,25.09,0.00,0.00,2.40,0.80,16.65
24/10/1996,5.80,2.26,9.32,16.65,0.00,0.00,0.00,0.00,12.93
25/10/1996,5.14,2.09,7.56,12.93,10.40,33.20,16.00,8.00,12.55
26/10/1996,5.28,2.87,8.12,12.55,5.60,3.20,8.00,11.20,34.69
27/10/1996,18.30,4.10,40.41,34.69,25.60,9.60,41.60,37.60,80.15
28/10/1996,40.10,4.70,56.90,80.15,20.80,12.80,44.80,36.00,77.41
29/10/1996,32.80,4.52,41.52,77.41,16.80,8.00,49.60,28.80,67.79
30/10/1996,29.20,4.72,34.34,67.79,0.00,6.40,0.80,3.20,38.05
31/10/1996,12.70,3.52,16.82,38.05,0.00,0.00,1.60,0.00,24.68
01/11/1996,9.03,3.37,18.12,24.68,5.60,0.80,37.60,31.20,39.27
02/11/1996,14.20,4.07,25.08,39.27,8.80,0.00,3.20,4.00,37.38
03/11/1996,19.30,3.47,26.47,37.38,6.40,0.00,8.00,8.00,42.33
04/11/1996,17.80,3.24,23.30,42.33,8.00,0.80,24.00,13.60,49.20
05/11/1996,23.50,4.90,36.97,49.20,33.60,16.00,89.20,62.40,91.77
06/11/1996,35.80,13.91,61.84,91.77,35.20,19.20,84.00,88.80,154.40
07/11/1996,69.50,23.76,111.08,154.40,23.20,23.20,32.80,17.60,117.60
08/11/1996,45.70,18.25,43.98,117.60,0.00,0.00,0.80,0.00,59.85
09/11/1996,17.50,9.11,25.22,59.85,13.60,4.00,30.40,9.60,46.17
10/11/1996,15.80,8.61,25.37,46.17,7.20,2.40,30.40,1.60,39.79
11/11/1996,13.30,7.02,18.68,39.79,0.00,0.00,1.60,0.00,31.34
12/11/1996,11.00,6.06,14.67,31.34,56.80,26.40,32.00,9.60,78.98
13/11/1996,59.90,10.40,53.07,78.98,22.40,23.20,29.60,9.60,81.29
14/11/1996,31.00,13.90,25.34,81.29,0.00,0.00,0.00,0.00,45.83
15/11/1996,14.90,12.50,17.11,45.83,0.80,4.00,7.20,2.40,36.09
16/11/1996,12.30,10.22,14.12,36.09,0.00,0.00,0.00,0.80,27.91
17/11/1996,10.50,6.65,12.06,27.91,1.60,6.40,9.60,6.40,26.47
18/11/1996,10.20,6.48,14.73,26.47,15.20,13.60,16.00,12.00,31.63
19/11/1996,12.90,4.46,16.04,31.63,0.00,0.00,0.00,0.00,24.98
20/11/1996,10.00,3.75,11.60,24.98,8.00,32.00,26.40,0.00,29.56
21/11/1996,12.90,10.16,14.25,29.56,32.80,36.00,20.80,0.00,32.17
22/11/1996,12.00,6.55,13.05,32.17,5.60,6.40,0.80,3.20,26.12
23/11/1996,10.70,6.44,13.01,26.12,23.60,14.00,32.80,12.80,30.39
24/11/1996,10.90,6.64,14.24,30.39,0.80,0.00,9.60,0.80,26.00
25/11/1996,9.68,5.19,11.87,26.00,9.60,26.40,44.00,20.00,37.26
26/11/1996,12.00,13.43,37.13,37.26,23.20,8.00,16.40,8.00,100.20
27/11/1996,41.40,26.01,46.59,100.20,0.00,14.40,17.60,0.00,67.15
28/11/1996,20.70,14.87,23.63,67.15,0.00,0.00,172.80,0.00,38.86
29/11/1996,14.20,6.06,16.73,38.86,0.80,5.60,137.20,21.60,48.78
30/11/1996,14.00,15.10,38.26,48.78,8.00,2.40,69.60,20.80,73.56
01/12/1996,27.70,14.63,46.76,73.56,1.60,0.00,19.20,5.60,82.03
02/12/1996,44.60,11.87,46.03,82.03,28.80,15.20,32.40,11.20,105.50
03/12/1996,59.00,12.96,45.47,105.50,5.60,0.80,152.80,34.40,88.79
04/12/1996,27.90,23.29,60.59,88.79,38.40,54.40,144.40,52.00,134.80
05/12/1996,56.00,25.60,66.23,134.80,26.40,0.80,75.20,16.00,99.48
06/12/1996,35.00,18.11,40.50,99.48,2.40,0.00,0.80,0.00,63.44
07/12/1996,19.60,13.47,25.39,63.44,0.80,0.00,78.00,0.00,44.59
08/12/1996,14.90,9.03,18.86,44.59,0.80,0.00,1.60,0.00,37.22
09/12/1996,14.40,8.24,16.73,37.22,0.00,0.00,3.20,0.00,48.03
10/12/1996,24.20,7.27,20.36,48.03,0.00,0.00,18.40,0.00,39.46
11/12/1996,17.10,5.19,15.66,39.46,0.00,0.00,0.00,0.00,31.23
12/12/1996,13.40,4.87,13.09,31.23,0.00,0.00,30.40,0.00,27.67
13/12/1996,12.10,4.67,11.69,27.67,4.80,5.60,0.00,0.00,25.20
14/12/1996,11.20,4.46,10.59,25.20,0.00,8.80,0.00,0.00,22.72
15/12/1996,9.94,4.24,9.46,22.72,0.00,0.00,9.60,4.00,21.94
16/12/1996,10.90,4.20,10.27,21.94,7.20,0.80,21.60,8.00,27.14
17/12/1996,12.70,4.07,12.38,27.14,6.40,2.40,17.60,3.20,28.11
18/12/1996,12.30,4.00,12.46,28.11,1.60,0.00,14.40,3.20,26.62
19/12/1996,11.30,5.39,13.23,26.62,24.00,42.40,40.00,20.00,143.40
20/12/1996,76.10,51.52,99.63,143.40,64.80,74.40,55.20,63.20,220.00
21/12/1996,90.50,67.32,68.35,220.00,12.00,0.80,23.20,12.80,139.90
22/12/1996,40.10,35.46,36.27,139.90,0.00,0.00,0.00,0.00,80.70
23/12/1996,21.70,20.26,24.55,80.70,0.00,0.00,0.00,0.00,58.84
24/12/1996,17.20,15.53,19.24,58.84,6.40,0.00,0.00,1.60,46.48
25/12/1996,14.90,11.16,16.36,46.48,0.00,0.00,0.00,0.00,39.75
26/12/1996,13.00,8.68,14.21,39.75,0.00,3.20,0.80,1.60,33.06
27/12/1996,11.70,6.08,12.67,33.06,0.00,0.80,0.00,0.00,29.52
28/12/1996,10.90,5.72,11.56,29.52,1.60,14.40,8.80,3.20,28.67
29/12/1996,11.10,5.49,11.41,28.67,11.20,11.20,4.80,4.80,29.31
30/12/1996,12.10,5.33,11.78,29.31,3.20,4.80,0.00,0.80,34.28
31/12/1996,15.80,6.18,14.26,34.28,12.80,6.40,5.60,4.00,39.42
